Age,Gender,Academic_Level,Country,Governorate,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
23,Male,Graduate,Egypt,Cairo,4.4,Instagram,No,6.8,7,In Relationship,2,5
20,Male,Graduate,Egypt,Qena,5.1,Snapchat,Yes,7.2,6,Single,3,7
19,Female,Undergraduate,Egypt,Port Said,5.6,Facebook,Yes,5.7,6,In Relationship,3,7
22,Female,Graduate,Egypt,Aswan,4.3,Instagram,No,7.2,7,Single,2,5
19,Female,Graduate,Egypt,Fayoum,6.8,Instagram,Yes,4.7,6,In Relationship,3,7
20,Female,Undergraduate,Egypt,Sharqia,5.8,Instagram,Yes,5.5,5,Single,3,8
19,Male,Undergraduate,Egypt,Port Said,4.1,WeChat,No,8.4,7,Single,2,4
22,Female,Undergraduate,Egypt,Assiut,5.6,TikTok,Yes,6.6,5,Single,3,7
21,Male,Undergraduate,Egypt,Sharqia,4.8,Instagram,Yes,5.5,6,Single,2,7
19,Male,Undergraduate,Egypt,Qena,6.5,Snapchat,Yes,5.6,6,Single,3,7
21,Female,Graduate,Egypt,Minya,4.1,WeChat,Yes,5.7,6,Single,3,7
21,Male,Undergraduate,Egypt,Beheira,2.7,Instagram,No,8.0,8,Single,1,4
21,Female,Undergraduate,Egypt,Dakahlia,4.7,Instagram,No,7.2,7,In Relationship,2,5
20,Female,Undergraduate,Egypt,Sharqia,6.1,Instagram,Yes,4.5,5,Single,4,9
19,Male,Graduate,Egypt,Fayoum,2.8,Twitter,No,8.4,7,In Relationship,2,5
22,Female,Undergraduate,Egypt,Monufia,6.3,Twitter,Yes,6.4,6,In Relationship,4,7
22,Male,High School,Egypt,Port Said,4.1,Facebook,Yes,7.1,7,Single,3,6
22,Female,Undergraduate,Egypt,Red Sea,4.5,Instagram,No,7.5,7,Single,2,4
19,Male,Undergraduate,Egypt,Beheira,5.6,Facebook,Yes,7.1,6,Single,3,8
19,Female,Undergraduate,Egypt,Suez,3.3,Instagram,No,7.8,7,In Relationship,2,5
20,Male,Undergraduate,Egypt,Luxor,5.6,Twitter,Yes,5.6,5,In Relationship,4,9
22,Female,Graduate,Egypt,Monufia,5.7,WhatsApp,No,7.2,6,In Relationship,3,5
18,Male,Graduate,Egypt,Qalyubia,6.5,Facebook,Yes,6.7,6,In Relationship,3,7
22,Female,Undergraduate,Egypt,Monufia,4.4,Instagram,No,7.4,7,Single,2,5
22,Male,Undergraduate,Egypt,Red Sea,3.9,TikTok,Yes,7.2,7,Single,3,7
23,Male,Undergraduate,Egypt,Alexandria,3.6,Instagram,Yes,7.7,5,Single,3,7
22,Female,Graduate,Egypt,Sharqia,3.3,VKontakte,No,8.5,8,In Relationship,2,5
19,Female,Undergraduate,Egypt,Fayoum,5.3,Instagram,Yes,5.6,6,Single,3,9
22,Female,Graduate,Egypt,Suez,5.5,TikTok,Yes,5.8,5,Single,4,9
19,Female,Graduate,Egypt,Ismailia,3.1,TikTok,No,8.3,8,Single,2,3
20,Female,Undergraduate,Egypt,Giza,4.8,Instagram,Yes,5.9,7,Single,2,7
21,Male,Graduate,Egypt,Qalyubia,3.8,Instagram,Yes,7.9,6,Single,2,6
21,Female,Undergraduate,Egypt,Sohag,6.7,Instagram,Yes,5.6,5,Single,4,7
22,Female,Graduate,Egypt,Dakahlia,3.5,Instagram,No,8.1,8,Single,1,3
19,Female,Undergraduate,Egypt,Ismailia,7.3,Instagram,Yes,6.2,5,Single,4,9
19,Male,Graduate,Egypt,Alexandria,6.7,WhatsApp,Yes,5.7,6,Single,3,8
22,Male,Undergraduate,Egypt,Cairo,4.8,Instagram,Yes,8.3,7,In Relationship,3,6
21,Male,Undergraduate,Egypt,Aswan,3.9,Instagram,No,5.7,8,In Relationship,1,5
21,Female,Undergraduate,Egypt,Red Sea,4.6,Twitter,Yes,6.3,6,In Relationship,3,8
21,Female,Graduate,Egypt,Sohag,4.9,TikTok,Yes,6.3,6,In Relationship,3,6
19,Female,Graduate,Egypt,Sohag,4.6,Facebook,Yes,7.8,7,Single,3,7
22,Male,Graduate,Egypt,Dakahlia,4.5,Instagram,No,6.2,7,Single,2,5
21,Male,Graduate,Egypt,Cairo,5.7,Facebook,Yes,5.7,6,In Relationship,3,7
20,Female,Graduate,Egypt,Beheira,2.5,Facebook,No,8.3,7,Single,2,4
22,Female,Undergraduate,Egypt,Suez,4.2,WhatsApp,No,8.9,7,In Relationship,2,5
22,Male,Undergraduate,Egypt,Sohag,5.4,WhatsApp,Yes,5.8,6,In Relationship,3,7
19,Male,Graduate,Egypt,Ismailia,6.6,Twitter,Yes,5.2,5,Single,4,8
20,Male,Undergraduate,Egypt,Alexandria,7.1,TikTok,Yes,5.5,5,Complicated,4,8
19,Female,Undergraduate,Egypt,Giza,4.7,WhatsApp,No,7.5,6,Single,3,5
22,Female,Undergraduate,Egypt,Monufia,4.6,WhatsApp,Yes,5.5,6,Single,3,7
19,Male,Undergraduate,Egypt,Monufia,3.3,Instagram,No,8.8,8,Single,1,3
19,Male,Undergraduate,Egypt,Aswan,6.1,Facebook,Yes,6.3,6,In Relationship,3,7
20,Female,Graduate,Egypt,Giza,5.4,TikTok,Yes,5.9,6,Single,3,7
24,Male,Undergraduate,Egypt,Cairo,7.1,Instagram,Yes,4.3,6,Single,3,8
20,Male,Graduate,Egypt,Aswan,4.8,Instagram,Yes,5.5,6,In Relationship,3,7
24,Male,Graduate,Egypt,Alexandria,2.6,Facebook,No,9.1,8,In Relationship,1,3
20,Male,Undergraduate,Egypt,Monufia,5.4,TikTok,Yes,6.7,5,In Relationship,3,7
21,Male,Graduate,Egypt,Assiut,4.5,WhatsApp,No,7.1,7,Single,2,5
21,Female,Graduate,Egypt,Ismailia,4.1,TikTok,No,7.2,7,Single,2,5
20,Male,Graduate,Egypt,Port Said,6.2,TikTok,Yes,5.4,5,In Relationship,4,8
19,Male,Graduate,Egypt,Alexandria,4.7,Instagram,No,6.4,7,In Relationship,2,5
19,Male,Undergraduate,Egypt,Luxor,6.9,TikTok,Yes,4.9,4,In Relationship,4,9
19,Male,Graduate,Egypt,Beheira,4.8,Instagram,Yes,6.2,6,In Relationship,3,8
22,Male,Graduate,Egypt,Minya,5.3,Instagram,Yes,6.7,7,Single,3,8
21,Female,Undergraduate,Egypt,Sharqia,3.2,WeChat,No,8.5,7,Complicated,2,4
22,Female,Undergraduate,Egypt,Gharbia,2.7,Instagram,Yes,6.7,7,Single,2,7
23,Female,Undergraduate,Egypt,Giza,5.7,TikTok,Yes,7.6,5,In Relationship,3,7
19,Male,Undergraduate,Egypt,Qalyubia,6.8,Instagram,Yes,5.3,5,In Relationship,4,9
22,Male,Undergraduate,Egypt,Alexandria,2.7,Facebook,No,8.5,8,In Relationship,2,4
19,Male,Undergraduate,Egypt,Minya,6.5,Facebook,Yes,5.3,5,Single,4,9
20,Male,Undergraduate,Egypt,Qena,4.2,Facebook,No,7.8,6,Single,3,5
20,Female,Undergraduate,Egypt,Qena,4.4,Instagram,Yes,6.4,6,In Relationship,3,7
19,Female,Undergraduate,Egypt,Qalyubia,4.6,YouTube,Yes,8.0,7,Complicated,3,7
24,Male,Undergraduate,Egypt,Minya,5.6,Twitter,Yes,6.2,6,Single,3,8
19,Female,Graduate,Egypt,Beheira,5.3,LINE,Yes,7.2,5,Single,3,8
19,Male,Graduate,Egypt,Cairo,6.1,Instagram,Yes,5.5,6,Single,3,8
21,Female,Graduate,Egypt,Suez,4.2,TikTok,No,7.8,5,Complicated,3,6
19,Female,Undergraduate,Egypt,Fayoum,4.0,VKontakte,No,8.5,7,Single,3,5
19,Male,Undergraduate,Egypt,Fayoum,7.2,Instagram,Yes,6.3,5,Single,4,8
20,Female,Undergraduate,Egypt,Ismailia,4.1,LINE,No,8.0,8,Single,2,5
19,Female,Graduate,Egypt,Suez,4.4,Facebook,No,6.9,7,In Relationship,3,5
20,Male,Graduate,Egypt,Suez,6.2,Instagram,Yes,5.4,5,In Relationship,4,7
19,Male,Graduate,Egypt,Alexandria,4.8,Instagram,Yes,5.7,6,Single,3,7
21,Female,Graduate,Egypt,Monufia,4.6,TikTok,Yes,6.9,6,Single,3,7
18,Female,Graduate,Egypt,Beheira,4.9,Facebook,Yes,6.4,5,In Relationship,3,8
21,Male,High School,Egypt,Cairo,4.2,Facebook,No,7.5,8,In Relationship,2,4
20,Female,Graduate,Egypt,Assiut,6.5,Instagram,Yes,5.5,6,Single,3,7
20,Male,Undergraduate,Egypt,Alexandria,6.5,Instagram,Yes,5.3,5,Single,4,8
22,Female,Graduate,Egypt,Fayoum,3.3,Facebook,No,8.2,8,Single,2,4
20,Female,Graduate,Egypt,Cairo,4.8,Instagram,No,7.2,7,In Relationship,2,5
21,Female,Undergraduate,Egypt,Fayoum,3.4,Facebook,No,8.8,8,In Relationship,2,4
21,Female,Graduate,Egypt,Cairo,4.0,TikTok,Yes,7.7,6,Single,3,7
19,Female,Graduate,Egypt,Luxor,6.2,Instagram,Yes,5.0,6,In Relationship,3,8
23,Female,Undergraduate,Egypt,Minya,4.8,Instagram,Yes,6.2,7,Complicated,3,7
22,Male,Undergraduate,Egypt,Gharbia,7.2,Facebook,Yes,5.4,5,Single,4,7
21,Female,Undergraduate,Egypt,Sohag,5.8,Instagram,Yes,5.5,5,In Relationship,4,8
22,Male,Undergraduate,Egypt,Qalyubia,4.6,WhatsApp,Yes,8.6,6,In Relationship,3,7
22,Female,Graduate,Egypt,Luxor,5.2,WhatsApp,Yes,6.9,7,In Relationship,3,7
22,Male,Graduate,Egypt,Gharbia,5.3,Facebook,Yes,7.4,6,In Relationship,3,7
19,Female,Graduate,Egypt,Gharbia,7.0,Instagram,Yes,6.2,4,In Relationship,5,9
19,Female,High School,Egypt,Qena,3.8,Instagram,No,7.8,7,Single,2,6
24,Male,Graduate,Egypt,Qalyubia,3.1,WeChat,No,9.4,8,Single,1,4
20,Female,Graduate,Egypt,Aswan,2.8,Instagram,No,8.2,8,Single,2,4
19,Female,Undergraduate,Egypt,Sohag,5.1,VKontakte,Yes,6.8,6,In Relationship,4,8
21,Male,Undergraduate,Egypt,Assiut,5.8,Instagram,Yes,7.3,5,In Relationship,4,9
21,Female,Undergraduate,Egypt,Monufia,5.1,Instagram,No,6.6,7,Single,2,5
21,Female,Graduate,Egypt,Sohag,5.0,Facebook,Yes,6.7,5,Single,3,8
19,Male,Graduate,Egypt,Monufia,5.8,Instagram,Yes,5.7,5,In Relationship,4,8
22,Male,Graduate,Egypt,Luxor,4.8,WeChat,No,8.0,7,In Relationship,2,5
22,Male,Undergraduate,Egypt,Luxor,4.5,Instagram,Yes,7.1,7,In Relationship,3,7
20,Male,Undergraduate,Egypt,Luxor,4.4,TikTok,No,6.8,8,In Relationship,2,4
20,Female,Graduate,Egypt,Alexandria,4.6,Instagram,Yes,6.1,6,Single,3,7
19,Male,Undergraduate,Egypt,Cairo,4.7,TikTok,Yes,7.2,6,Single,3,7
19,Male,Graduate,Egypt,Beheira,7.5,Instagram,Yes,5.6,4,In Relationship,4,9
22,Female,Undergraduate,Egypt,Sohag,4.7,Twitter,Yes,5.3,7,In Relationship,2,7
22,Female,Graduate,Egypt,Red Sea,3.6,Instagram,No,7.7,8,In Relationship,1,3
20,Male,Graduate,Egypt,Minya,5.3,Instagram,Yes,6.6,6,Single,3,7
22,Female,Undergraduate,Egypt,Port Said,5.0,LINE,Yes,6.4,6,In Relationship,3,7
21,Male,Graduate,Egypt,Dakahlia,6.1,Instagram,Yes,5.3,5,Single,3,8
19,Male,Undergraduate,Egypt,Aswan,3.8,Instagram,No,7.8,7,In Relationship,2,5
22,Female,Undergraduate,Egypt,Qalyubia,4.8,Instagram,Yes,6.5,7,Single,3,7
22,Female,Undergraduate,Egypt,Luxor,2.2,Facebook,No,8.1,7,In Relationship,2,4
22,Female,Undergraduate,Egypt,Ismailia,5.2,TikTok,No,6.7,5,In Relationship,4,5
20,Male,Undergraduate,Egypt,Dakahlia,3.9,Facebook,No,7.3,7,In Relationship,2,4
20,Female,Undergraduate,Egypt,Beheira,6.1,TikTok,Yes,5.3,6,Single,3,8
20,Female,Graduate,Egypt,Sohag,3.6,WhatsApp,No,7.5,7,In Relationship,2,5
22,Male,Undergraduate,Egypt,Ismailia,4.4,WeChat,No,7.4,7,Complicated,2,4
21,Female,Undergraduate,Egypt,Suez,4.6,LinkedIn,No,6.8,7,Single,3,6
22,Female,Graduate,Egypt,Red Sea,4.8,TikTok,No,7.2,6,In Relationship,3,5
21,Male,Undergraduate,Egypt,Qalyubia,6.2,WhatsApp,Yes,5.4,5,In Relationship,3,8
21,Female,Undergraduate,Egypt,Gharbia,4.6,Facebook,No,7.4,7,Single,2,5
21,Female,Graduate,Egypt,Suez,3.9,Facebook,Yes,7.8,6,Single,3,7
20,Male,Graduate,Egypt,Sharqia,5.1,TikTok,Yes,6.3,6,Single,3,7
23,Female,Graduate,Egypt,Qena,4.1,Facebook,No,8.5,7,Single,2,5
21,Male,Undergraduate,Egypt,Minya,4.7,Instagram,Yes,7.5,7,Single,3,7
21,Female,Undergraduate,Egypt,Sohag,2.9,Instagram,No,8.1,7,In Relationship,2,4
20,Male,Graduate,Egypt,Monufia,4.4,Facebook,No,7.3,7,Single,2,4
22,Male,Graduate,Egypt,Monufia,6.5,Facebook,Yes,5.8,5,In Relationship,4,8
20,Male,Graduate,Egypt,Cairo,3.8,Snapchat,No,6.0,8,In Relationship,1,5
22,Male,High School,Egypt,Monufia,7.1,TikTok,Yes,4.9,4,Single,4,9
22,Male,Graduate,Egypt,Sohag,4.1,LinkedIn,No,8.2,8,Single,2,5
19,Female,Undergraduate,Egypt,Gharbia,5.4,Facebook,Yes,6.3,5,In Relationship,3,7
22,Female,Undergraduate,Egypt,Fayoum,2.7,Instagram,No,8.5,8,In Relationship,2,4
21,Female,Graduate,Egypt,Dakahlia,4.2,Instagram,No,7.2,6,Single,4,5
19,Male,High School,Egypt,Suez,5.8,Facebook,Yes,5.8,4,Single,5,9
22,Female,Undergraduate,Egypt,Aswan,8.0,Facebook,Yes,4.0,4,In Relationship,5,9
23,Female,Graduate,Egypt,Giza,4.7,Instagram,Yes,5.9,6,In Relationship,2,6
21,Male,Graduate,Egypt,Giza,5.6,Instagram,Yes,7.4,7,Single,2,6
22,Female,Undergraduate,Egypt,Assiut,5.3,YouTube,No,6.4,6,In Relationship,2,5
24,Male,Graduate,Egypt,Port Said,4.6,Facebook,No,8.0,7,In Relationship,3,5
21,Female,Graduate,Egypt,Sharqia,4.7,TikTok,Yes,5.9,6,Single,3,7
22,Male,Graduate,Egypt,Alexandria,4.2,Facebook,No,6.2,7,Single,2,5
21,Female,Graduate,Egypt,Sharqia,4.2,Instagram,Yes,6.5,6,Single,2,6
20,Male,Graduate,Egypt,Port Said,7.0,Facebook,Yes,5.4,5,Single,4,8
20,Female,Undergraduate,Egypt,Dakahlia,5.6,Instagram,Yes,6.7,5,In Relationship,3,8
19,Male,Graduate,Egypt,Cairo,6.6,Instagram,Yes,5.8,6,In Relationship,3,7
19,Male,Graduate,Egypt,Aswan,4.7,WhatsApp,Yes,5.3,6,In Relationship,3,8
19,Female,Undergraduate,Egypt,Red Sea,6.8,TikTok,Yes,5.0,5,Single,4,9
23,Female,Graduate,Egypt,Sohag,3.8,Instagram,Yes,8.8,7,In Relationship,2,6
21,Female,Graduate,Egypt,Monufia,4.4,WhatsApp,No,6.8,7,Single,3,5
24,Male,Graduate,Egypt,Minya,5.8,WhatsApp,Yes,7.2,6,In Relationship,4,7
20,Female,Undergraduate,Egypt,Assiut,4.6,Facebook,No,6.7,8,Single,2,5
21,Male,Undergraduate,Egypt,Monufia,6.2,TikTok,Yes,6.3,5,In Relationship,4,8
22,Male,Graduate,Egypt,Port Said,4.4,Instagram,No,7.9,7,Complicated,2,5
20,Female,Undergraduate,Egypt,Fayoum,4.6,WhatsApp,No,7.9,6,In Relationship,3,5
19,Male,Undergraduate,Egypt,Gharbia,6.2,LINE,Yes,6.8,5,In Relationship,4,8
19,Male,Graduate,Egypt,Ismailia,5.3,VKontakte,Yes,7.0,6,Single,3,7
22,Male,Undergraduate,Egypt,Gharbia,3.7,Instagram,No,8.2,7,In Relationship,2,5
21,Female,Graduate,Egypt,Dakahlia,5.7,TikTok,Yes,6.6,6,Single,4,7
20,Male,Graduate,Egypt,Fayoum,5.5,TikTok,Yes,6.2,6,In Relationship,3,7
19,Male,Graduate,Egypt,Dakahlia,7.7,TikTok,Yes,5.1,4,Single,5,9
21,Female,Graduate,Egypt,Dakahlia,5.6,Twitter,Yes,6.7,6,Single,3,8
22,Male,Graduate,Egypt,Assiut,5.7,Facebook,Yes,5.7,4,Single,4,9
21,Female,Undergraduate,Egypt,Qena,4.5,TikTok,Yes,7.0,6,Single,4,8
20,Female,Undergraduate,Egypt,Sohag,4.4,Instagram,No,6.9,7,Single,3,6
21,Female,High School,Egypt,Beheira,5.6,TikTok,Yes,6.3,7,Single,3,7
22,Female,Undergraduate,Egypt,Red Sea,5.3,Facebook,No,6.6,8,In Relationship,2,5
19,Female,Graduate,Egypt,Beheira,3.7,Snapchat,No,7.5,8,Single,2,5
21,Male,Graduate,Egypt,Alexandria,4.4,VKontakte,Yes,8.3,6,Single,3,7
23,Male,Graduate,Egypt,Ismailia,3.7,TikTok,No,8.5,8,Single,2,4
23,Male,Undergraduate,Egypt,Red Sea,4.8,LINE,Yes,7.5,7,Single,3,7
19,Male,Graduate,Egypt,Qalyubia,5.3,Instagram,Yes,5.9,6,Single,3,7
19,Female,Graduate,Egypt,Cairo,4.9,Facebook,No,6.7,8,In Relationship,2,5
21,Female,High School,Egypt,Qalyubia,5.7,Snapchat,Yes,7.1,5,Single,4,9
22,Male,Undergraduate,Egypt,Sharqia,7.0,Instagram,Yes,4.3,5,Single,4,8
22,Male,Graduate,Egypt,Port Said,6.1,TikTok,Yes,6.2,6,Single,4,8
20,Female,Graduate,Egypt,Assiut,5.6,Instagram,Yes,6.1,6,In Relationship,3,7
20,Male,Graduate,Egypt,Minya,6.8,TikTok,Yes,5.5,5,Single,4,8
20,Male,Graduate,Egypt,Giza,5.0,TikTok,Yes,6.7,7,In Relationship,2,7
19,Female,Graduate,Egypt,Port Said,3.3,LinkedIn,No,6.8,8,In Relationship,2,5
22,Female,Undergraduate,Egypt,Sharqia,4.4,VKontakte,Yes,6.8,6,Single,3,6
20,Female,Graduate,Egypt,Dakahlia,4.7,Facebook,Yes,6.1,5,Single,4,8
20,Female,Undergraduate,Egypt,Cairo,4.2,WhatsApp,No,7.8,7,Single,2,4
21,Male,Undergraduate,Egypt,Sohag,4.9,Instagram,Yes,7.4,7,Complicated,3,7
22,Female,Graduate,Egypt,Suez,8.2,Instagram,Yes,5.4,5,In Relationship,3,8
21,Male,Undergraduate,Egypt,Luxor,4.1,Instagram,No,6.2,7,In Relationship,2,5
20,Male,Undergraduate,Egypt,Beheira,4.6,Twitter,No,7.3,6,Single,3,5
20,Male,Undergraduate,Egypt,Aswan,5.5,Instagram,Yes,6.4,5,In Relationship,3,7
22,Male,Undergraduate,Egypt,Sharqia,2.1,Facebook,No,8.9,8,Single,1,3
19,Female,Graduate,Egypt,Dakahlia,4.4,Instagram,No,7.0,7,In Relationship,2,4
22,Female,Undergraduate,Egypt,Port Said,7.2,Instagram,Yes,5.5,4,In Relationship,4,9
21,Female,Undergraduate,Egypt,Assiut,4.8,YouTube,Yes,7.1,6,Single,3,7
22,Male,Undergraduate,Egypt,Qena,3.8,Twitter,No,8.3,7,Complicated,2,4
21,Female,Undergraduate,Egypt,Assiut,4.5,WhatsApp,Yes,7.2,6,In Relationship,3,7
21,Male,Undergraduate,Egypt,Minya,6.2,Instagram,Yes,7.4,6,Single,3,7
19,Male,Undergraduate,Egypt,Sohag,6.8,Instagram,Yes,4.8,5,Single,4,9
21,Female,Graduate,Egypt,Sharqia,3.8,TikTok,No,7.3,8,In Relationship,2,4
20,Female,Graduate,Egypt,Luxor,5.3,Instagram,Yes,6.8,6,In Relationship,4,8
21,Male,Graduate,Egypt,Giza,3.9,Instagram,No,8.5,6,Single,3,5
19,Female,Undergraduate,Egypt,Alexandria,5.6,TikTok,Yes,5.9,6,Single,3,7
24,Female,Undergraduate,Egypt,Red Sea,2.9,Twitter,No,9.5,8,In Relationship,2,4
23,Male,Undergraduate,Egypt,Qalyubia,2.7,Facebook,No,7.8,8,Single,1,4
22,Female,Graduate,Egypt,Alexandria,5.6,Instagram,No,7.1,7,Single,2,5
20,Male,Graduate,Egypt,Sohag,7.1,Snapchat,Yes,5.8,5,In Relationship,4,9
21,Female,Graduate,Egypt,Aswan,5.0,Instagram,Yes,6.5,6,In Relationship,3,7
20,Female,Undergraduate,Egypt,Ismailia,4.0,TikTok,No,8.5,8,Single,2,4
19,Male,Graduate,Egypt,Aswan,3.4,WeChat,No,8.3,8,In Relationship,2,3
21,Male,Graduate,Egypt,Suez,7.4,Instagram,Yes,4.9,4,Single,4,9
19,Female,Graduate,Egypt,Luxor,6.3,TikTok,Yes,5.8,5,Single,4,8
20,Male,Undergraduate,Egypt,Ismailia,5.3,LinkedIn,Yes,6.2,5,Single,3,7
19,Female,Undergraduate,Egypt,Qena,4.5,TikTok,Yes,6.8,6,Single,2,7
19,Female,Undergraduate,Egypt,Gharbia,5.2,Instagram,Yes,7.2,5,Single,4,8
19,Male,Undergraduate,Egypt,Alexandria,4.4,Instagram,Yes,6.0,7,Single,3,7
20,Female,Undergraduate,Egypt,Monufia,3.6,TikTok,No,7.8,8,Single,2,4
20,Male,Graduate,Egypt,Aswan,6.3,Instagram,Yes,6.7,6,In Relationship,4,8
19,Male,Undergraduate,Egypt,Sharqia,3.2,Instagram,No,8.5,7,In Relationship,2,5
21,Male,Undergraduate,Egypt,Beheira,5.5,VKontakte,Yes,7.2,6,In Relationship,3,7
20,Male,Undergraduate,Egypt,Giza,4.3,Instagram,Yes,7.0,7,Complicated,2,7
22,Male,Graduate,Egypt,Port Said,5.0,WhatsApp,Yes,6.8,7,Single,3,6
20,Female,Graduate,Egypt,Sohag,5.1,Instagram,No,6.7,7,In Relationship,3,5
20,Male,Graduate,Egypt,Monufia,4.8,Instagram,Yes,7.2,6,Single,3,7
19,Female,Undergraduate,Egypt,Fayoum,4.2,LINE,No,8.0,7,Single,2,4
19,Male,Graduate,Egypt,Suez,5.4,Facebook,No,7.3,6,Single,3,6
22,Female,Undergraduate,Egypt,Suez,4.5,TikTok,Yes,7.5,6,In Relationship,3,7
19,Female,Undergraduate,Egypt,Cairo,4.1,LinkedIn,Yes,7.5,6,Single,2,7
21,Male,Undergraduate,Egypt,Luxor,2.8,Facebook,No,8.8,8,In Relationship,2,4
19,Female,Undergraduate,Egypt,Assiut,3.2,TikTok,No,6.8,8,In Relationship,1,5
20,Female,Graduate,Egypt,Sharqia,4.6,Facebook,Yes,7.2,6,Single,3,6
20,Male,Graduate,Egypt,Port Said,5.5,TikTok,Yes,6.7,6,Single,3,7
23,Female,Undergraduate,Egypt,Fayoum,6.7,WhatsApp,Yes,5.5,4,Single,5,9
20,Male,Undergraduate,Egypt,Qena,3.0,Facebook,No,8.9,8,In Relationship,2,4
19,Female,Graduate,Egypt,Assiut,4.7,Instagram,Yes,6.1,5,Single,3,7
21,Female,Graduate,Egypt,Fayoum,2.6,Instagram,No,8.7,8,Single,2,4
19,Male,Graduate,Egypt,Sharqia,5.5,TikTok,Yes,6.0,5,Single,3,7
19,Female,Graduate,Egypt,Monufia,4.6,Facebook,No,6.0,6,In Relationship,3,5
20,Female,Undergraduate,Egypt,Aswan,2.6,TikTok,No,8.8,8,Single,1,4
19,Female,Graduate,Egypt,Cairo,4.9,KakaoTalk,Yes,6.5,6,In Relationship,3,7
21,Female,Undergraduate,Egypt,Dakahlia,6.1,TikTok,Yes,5.6,4,In Relationship,4,8
23,Female,Undergraduate,Egypt,Red Sea,7.0,LinkedIn,Yes,5.9,5,In Relationship,4,8
20,Male,Graduate,Egypt,Gharbia,7.1,WeChat,Yes,6.2,5,Single,4,8
24,Female,Undergraduate,Egypt,Ismailia,5.4,WeChat,No,5.7,7,In Relationship,3,4
22,Female,Undergraduate,Egypt,Fayoum,4.4,Instagram,No,7.0,7,Single,3,6
21,Female,Undergraduate,Egypt,Minya,5.4,WhatsApp,Yes,6.2,5,Single,3,7
19,Male,Undergraduate,Egypt,Sharqia,5.1,Instagram,Yes,5.7,7,Single,2,6
20,Male,Graduate,Egypt,Dakahlia,4.4,Instagram,Yes,7.2,6,Single,3,6
22,Male,Undergraduate,Egypt,Qalyubia,6.1,TikTok,Yes,5.1,5,Single,4,8
20,Male,Graduate,Egypt,Suez,4.3,Facebook,No,7.4,7,Single,2,5
22,Female,Undergraduate,Egypt,Port Said,6.8,WhatsApp,Yes,6.4,6,Single,3,8
22,Female,Graduate,Egypt,Ismailia,3.6,Instagram,No,8.2,6,In Relationship,2,4
22,Male,Graduate,Egypt,Assiut,5.7,Instagram,Yes,6.7,6,Single,3,7
22,Female,Undergraduate,Egypt,Giza,3.8,Facebook,No,8.3,7,Single,2,5
21,Male,Graduate,Egypt,Qalyubia,6.8,TikTok,Yes,5.9,5,Single,4,8
19,Female,Graduate,Egypt,Sharqia,3.4,Instagram,No,8.1,8,In Relationship,2,5
24,Male,Undergraduate,Egypt,Qalyubia,4.2,Facebook,No,6.8,8,Single,1,4
22,Male,Graduate,Egypt,Beheira,5.6,TikTok,Yes,6.0,5,Single,3,7
22,Male,Graduate,Egypt,Assiut,4.3,Instagram,No,6.3,7,Single,2,4
19,Male,Undergraduate,Egypt,Minya,5.7,Twitter,Yes,6.5,5,In Relationship,4,9
20,Male,Undergraduate,Egypt,Giza,7.0,TikTok,Yes,4.9,5,Single,4,8
22,Male,Graduate,Egypt,Red Sea,6.8,WhatsApp,Yes,5.6,4,Single,4,9
18,Female,Undergraduate,Egypt,Dakahlia,4.1,TikTok,Yes,7.6,5,In Relationship,4,7
21,Male,Graduate,Egypt,Gharbia,4.5,Facebook,No,7.5,7,Single,2,5
20,Female,Undergraduate,Egypt,Sharqia,4.8,Instagram,Yes,5.9,7,Single,2,6
22,Female,Undergraduate,Egypt,Dakahlia,8.4,Facebook,Yes,4.9,5,Single,4,9
19,Female,Undergraduate,Egypt,Giza,6.1,TikTok,Yes,6.3,5,Single,4,7
19,Female,Undergraduate,Egypt,Fayoum,5.2,TikTok,Yes,6.7,6,Single,3,7
20,Male,Undergraduate,Egypt,Giza,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,9
21,Female,Undergraduate,Egypt,Red Sea,7.2,Facebook,Yes,5.3,5,Single,4,8
20,Female,Undergraduate,Egypt,Minya,3.8,Facebook,No,8.2,7,In Relationship,2,5
22,Male,Undergraduate,Egypt,Port Said,3.5,TikTok,Yes,8.6,5,Single,4,8
21,Female,Graduate,Egypt,Gharbia,4.3,Instagram,No,8.3,6,In Relationship,3,5
21,Male,Graduate,Egypt,Ismailia,7.0,YouTube,Yes,4.3,5,Single,4,9
20,Female,Graduate,Egypt,Monufia,5.5,Facebook,Yes,6.2,6,In Relationship,2,6
19,Female,Undergraduate,Egypt,Qena,3.3,TikTok,No,6.9,7,Single,2,5
19,Female,High School,Egypt,Cairo,5.8,Instagram,Yes,5.9,6,In Relationship,3,7
19,Male,Undergraduate,Egypt,Gharbia,3.8,LinkedIn,No,8.7,7,In Relationship,2,4
21,Female,Graduate,Egypt,Aswan,4.8,TikTok,Yes,7.3,7,In Relationship,3,7
20,Male,Undergraduate,Egypt,Gharbia,3.4,WhatsApp,Yes,7.4,7,Single,3,7
21,Female,Graduate,Egypt,Qalyubia,2.4,Twitter,No,9.0,8,Single,1,4
